Name,Platform,Year,Genre,Publisher
Blade Symphony,Microsoft Windows,2013,Action,Puny Human
Blazing Angels Squadrons of WWII,"PC, Xbox, Xbox 360, PlayStation 3, Wii, arcade",2006,Flight combat,Ubisoft
Block N Load,Microsoft Windows,N/A,"First-person shooter, sandbox",Jagex
Blood Bowl 2,Mac OS X,N/A,"Sports
Turn-based strategy",Focus Home Interactive
Blood Knights,Xbox 360,N/A,"Action role-playing, hack and slash",Kalypso Media
Blood of the Werewolf,"Windows, PlayStation Network, Xbox Live Arcade",2013,"Platform, action, Metroidvania[1]",Scientifically Proven
Bloodline Champions,Microsoft Windows,2011,"Action, Team Arena Brawler",Funcom
Bloody Good Time,"Xbox 360, Microsoft Windows",N/A,First-person shooter,Ubisoft
Borderlands The Pre-Sequel,"Microsoft Windows, OS X, Linux,[2] PlayStation 3, Xbox 360, PlayStation 4, Xbox One, Nvidia Shield[3]",PS3,"First-person shooter, action role-playing",2K Games
Brawlhalla,"Microsoft Windows, macOS, PlayStation 4",2017,Fighting,Blue Mammoth Games
Brothers - A Tale of Two Sons,Android,[2],Adventure,505 Games
Brothers in Arms Hell's Highway,"PlayStation 3, Xbox 360, Microsoft Windows",2008,First-person shooter,Ubisoft
Burn Zombie Burn,PlayStation 3,2009,Shooter,Doublesix
Cabela's Dangerous Hunts 2013,Microsoft Windows,2012,Sports (hunting),Activision
Call of Cthulhu Dark Corners of the Earth,"Xbox, Microsoft Windows",2005,"Survival horror, first-person shooter",Bethesda Softworks
Call of Duty 4 Modern Warfare,Microsoft Windows,PS3,First-person shooter,Activision
Call of Duty Advanced Warfare,Microsoft Windows,2014,First-person shooter,Activision[b]
Call of Duty Black Ops,Xbox 360,NDS,First-person shooter[5],Activision[b]
Call of Duty Black Ops II,Microsoft Windows,2012,First-person shooter,Activision[a]
Call of Duty Black Ops III,Microsoft Windows,2015,First-person shooter,Activision[b]
Call of Duty Ghosts,Microsoft Windows,Play,First-person shooter,Activision[d]
Call of Duty Modern Warfare 2,Microsoft Windows,2009,First-person shooter,Activision
Call of Duty United Offensive,"Microsoft Windows, OS X",2004,First-person shooter,Activision
Call of Duty World at War,Microsoft Windows,2008,First-person shooter,Activision
Call of Juarez Gunslinger,"PlayStation 3, Microsoft Windows, Xbox 360",2013,First-person shooter,Ubisoft
Car Mechanic Simulator 2014,"PC, Android",N/A,Simulation,PlayWay S.A.
Car Mechanic Simulator 2015,"PC, Android",N/A,"Simulation, Automotive",PlayWay S.A.
Card Hunter,"Web browser, Microsoft Windows, OS X",2013,Tactical CCG and tabletop game hybrid,Blue Manchu
Carmageddon Max Pack,"MS-DOS, Windows, Mac OS, PlayStation, Nintendo 64, Game Boy Color, iOS, Android",1997,Vehicular combat,"Sales Curve Interactive (Europe, all original versions)"
Castaway Paradise,"Facebook, Android, IOS, Windows, Mac OS X",2015,N/A,Stolen Couch Games
Castle Crashers,"Xbox 360, PlayStation 3, Microsoft Windows, OS X, Xbox One",2008,"Beat 'em up, role-playing, action[3]",The Behemoth
Castle of Illusion,"Sega Genesis, Master System, Game Gear, Sega Saturn",1990,Platforming,Sega
CastleMiner Z,Xbox 360,2011,Sandbox,DigitalDNA Games
CastleStorm,"iOS, Android,, Microsoft Windows, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox 360, Xbox One",2013,Tower defense,Zen Studios
Castlevania Lords of Shadow 2,Microsoft Windows,2014,"Action-adventure, hack and slash",Konami
Champions Online,Microsoft Windows[1],2009,Superhero MMORPG,Atari
Championship Manager 2008,"Windows, Mac OS X",N/A,Sports,Eidos Interactive
Chantelise,Windows,2011,Action RPG,JP: EasyGameStation
Cherry Tree High Comedy Club,Microsoft Windows,2010,Adventure game,Capcom
Children of the Nile,Microsoft Windows,N/A,City building,NA: Myelin Media
Chip's Challenge 2,"Windows, MS-DOS, Atari Lynx, Atari ST, Amiga, Commodore 64, ZX Spectrum, Amstrad CPC",N/A,Puzzle,Atari (Atari Lynx)
Chris Sawyer's Locomotion,Microsoft Windows,N/A,Business simulation,"Atari, Inc."
Cities Skylines,Microsoft Windows,OS X,"City-building, construction and management simulation",Paradox Interactive
Cities XL,Microsoft Windows,2009,"City-building game, massively multiplayer online game",Monte Cristo
Cities XXL,Microsoft Windows,2015,City-building game,Focus Home Interactive
City Life 2008,"Windows, Nintendo DS",2006,City building games,CDV
CivCity Rome,Microsoft Windows,2006,City-building,2K Games
Clicker Heroes,"Web Browser, Microsoft Windows, OS X, iOS, Android, PlayStation 4, Xbox One",OS X,Idle,Playsaurus
Cloudberry Kingdom,"Microsoft Windows, PlayStation 3, Wii U, Xbox 360",2013,Platform,Ubisoft
Cloudbuilt,Microsoft Windows,2014,"Action, platform",Rising Star Games
Colonial Conquest,"Apple II, Atari 8-bit, C64, Atari ST, NEC PC-9801",N/A,Turn-based strategy,Strategic Simulations
Command and Conquer Red Alert 3,"Windows, Xbox 360, PlayStation 3, OS X",2008,Real-time strategy,Electronic Arts
Company of Heroes Opposing Fronts,"Microsoft Windows, OS X",2007,Real-time strategy,THQ (Initial)
Condemned Criminal Origins,"Xbox 360, Microsoft Windows",2005,Survival horror,Sega
Cortex Command,"Microsoft Windows, Mac OS X, Linux",N/A,Action,Data Realms LLC
Cosmic Osmo,"Macintosh, Microsoft Windows",N/A,N/A,Cyan Worlds
Cosmonautica,"Microsoft Windows, iOS, Android",2015,"Life simulation game, space trading",N/A
Cossacks II Napoleonic Wars,Microsoft Windows,2005,Real-time strategy,CDV Software
Costume Quest,"Microsoft Windows, PlayStation 3, Xbox 360, Mac OS X, Linux, iOS, Android",2010,Role-playing,Double Fine Productions
Counter-Strike Global Offensive,Microsoft Windows,2012,First-person shooter,Valve Corporation
Counter-Strike Source,"Microsoft Windows, Mac OS X, Linux",2004,First-person shooter,Valve Corporation
Crash Time II,"Microsoft Windows, Xbox 360",2008,N/A,RTL Interactive
Crayon Physics Deluxe,"Windows, iOS, Mac OS X, Linux, Android",2009,Puzzle,N/A
Crazy Machines 2,Microsoft Windows,2007,Puzzle,Viva Media
Creativerse,"Microsoft Windows, macOS",2017,"Survival, sandbox",Playful Corp.
Cricket Revolution,Windows,2009,Sports,Mindstorm Studios
Crimsonland,"Microsoft Windows, PlayStation 4, PlayStation Vita, PlayStation 3, PlayStation TV, OS X, Linux, Windows Phone, Android, Xbox One, Nintendo Switch",N/A,Shoot 'em up,10tons Entertainment
Critter Crunch,iOS,2008,Puzzle,Disney Interactive Studios
Cry of Fear,Microsoft Windows,2012,"Survival horror, first-person shooter",N/A
Crypt of the NecroDancer,"iOS, Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita, Xbox One, Nintendo Switch",OS X,"Roguelike, rhythm",Brace Yourself Games
Crysis Warhead,Microsoft Windows,N/A,First-person shooter,Electronic Arts
Crysis Wars,Microsoft Windows,N/A,First-person shooter,Electronic Arts
DCS World,Microsoft Windows (64 bit for 1.5 and above),N/A,Combat flight simulator,The Fighter Collection
DOOM 3,Microsoft Windows,2004,"First-person shooter, survival horror",Activision
Daikatana,"Microsoft Windows, Nintendo 64, Game Boy Color",2000,First-person shooter,Eidos Interactive
Dangerous High School Girls in Trouble!,"Windows, Mac OS X",N/A,Puzzle,Mousechief
Dangerous Waters,PC (Windows),2005,Naval Simulator,Strategy First
Dark Void Zero,"Microsoft Windows, iOS, DSiWare",2010,"Action, Platform, Metroidvania[1]",Capcom
Darkest Dungeon,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita, iOS, Nintendo Switch",OS X,"Role-playing, dungeon crawl, turn-based strategy",Red Hook Studios
Day One Garry's Incident,Microsoft Windows[1],N/A,"First-person shooter, survival horror, survival",Wild Games Studio
Day of Defeat,"Microsoft Windows, OS X, Linux",2003,First-person shooter,Activision
Dead Effect,"iOS, Android, Windows, OS X",2013,First-person shooter,BulkyPix
Dead Island Riptide,"Microsoft Windows, PlayStation 3, Xbox 360",2013,"Action role-playing, survival horror",Deep Silver
Dead Realm,"Microsoft Windows, OS X",2015,"Action, Adventure, Indie, Strategy",3BLACKDOT
Dead State,Microsoft Windows,2014,"Role-playing, survival horror",DoubleBear Productions
Dead or Alive 5 Last Round,Arcade,Xbox,Fighting,Koei Tecmo
Deadfall Adventures,"Microsoft Windows, Xbox 360, Linux",Xbox,"First-person shooter, action-adventure",Nordic Games
Deadlight,"Xbox 360, Microsoft Windows, PlayStation 4, Xbox One",2012,"Sidescroller, cinematic platformer, survival horror",Microsoft Studios
Dear Esther,Microsoft Windows,Xbox,"Exploration game, art game",Thechineseroom
Death Rally,"DOS, Windows, iOS, Android, Fire OS",Andr,"Vehicular combat, racing",GT Interactive
DeathSpank,"Microsoft Windows, Mac OS X, PlayStation 3, Xbox 360",2010,Action role-playing,Electronic Arts
Defense Grid 2,"Windows, OS X, Linux, PlayStation 4, Xbox One",Xbox,Tower defense,505 Games
Delta Force 2,Microsoft Windows,1999,Tactical first-person shooter,NovaLogic
Democracy 2,"Linux, Windows, Macintosh",2005,Government simulation,"Positech Games, Tri-Synergy"
Depression Quest,"Browser, Windows, OS X, Linux",2013,Interactive fiction,The Quinnspiracy
Depths of Peril,"PC, Mac OS X",2007,Action RPG,N/A
Descent 2,"PC (MS-DOS), Mac OS, Acorn Archimedes, AmigaOS4, PlayStation",1996,"First-person shooter, shoot 'em up",Interplay Productions
Desktop Dungeons,"Windows, Macintosh, Linux, iOS, Android",2013,role-playing game,QCF Design
Detective Grimoire,iOS,2014,Point-and-click,Armor Games
Deus Ex Human Revolution,Microsoft Windows,2011,"Action role-playing, first-person shooter, stealth",Square Enix
Devil May Cry 4 Special Edition,iOS,2008,"Action-adventure, hack and slash",Capcom
Devilian,Microsoft Windows,N/A,Action role-playing,Trion Worlds
Dino D-Day,Microsoft Windows,2011,First-person action,N/A
Disney Infinity 2.0,"iOS, Android, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Microsoft Windows, Xbox 360, Xbox One",2014,"Action-adventure, sandbox, toys-to-life[6]",Disney Interactive Studios
Divekick,Microsoft Windows,Play,Fighting,Iron Galaxy
Divine Divinity,Microsoft Windows,2002,Action role-playing game,cdv Software Entertainment
Divinity II - Ego Draconis,Microsoft Windows,2009,"Action role-playing, hack and slash",EU: dtp entertainment
Divinity II - The Dragon Knight Saga,Microsoft Windows,2009,"Action role-playing, hack and slash",EU: dtp entertainment
DmC Devil May Cry,Microsoft Windows,Xbox,"Action-adventure, hack and slash",Capcom
Doodle God,"Windows Phone, Android, Samsung Bada, iOS, Adobe Flash, Windows 8, PlayStation Vita, PlayStation 4, Microsoft Windows",2010,Puzzle video game,JoyBits Ltd.
Door Kickers,"Microsoft Windows, Linux, iOS, Android",2014,Real-time strategy,KillHouse Games
Double Dragon Neon,PlayStation 3 (PlayStation Network),2012,Beat 'em up,Majesco Entertainment
Dragomon Hunter,Windows[2],N/A,Anime MMORPG[1],Aeria Games[1]
Dragon Age Origins,"Microsoft Windows, Xbox 360, PlayStation 3, OS X",2009,Role-playing,Electronic Arts
Dragon's Prophet,Microsoft Windows,2013,MMORPG,NA: Sony Online Entertainment
Drakensang,Microsoft Windows,2008,Role-playing video game,dtp entertainment (DE)[1]
Dreamfall Chapters,"Microsoft Windows, OS X, Linux, PlayStation 4, Xbox One",OS X,Adventure,Deep Silver
Dreamfall The Longest Journey,"Microsoft Windows, Xbox, Xbox 360",N/A,Adventure,NA: Aspyr
Driftmoon,Microsoft Windows,2013,"adventure
roleplaying",N/A
Driver San Francisco,Microsoft Windows,Wii,"Action-adventure, racing",Ubisoft
Droid Assault,"PC, Mac OS X, Linux",2008,Top-down scrolling shooter,Puppy Games
Droplitz,"PlayStation Network, Windows, iPhone, Windows Phone, Xbox 360 (XBLA)",N/A,Puzzle,Atlus
Duck Game,"Ouya, Microsoft Windows, PlayStation 4, Nintendo Switch",2014,Action,Adult Swim Games
DuckTales Remastered,"PlayStation 3, Xbox 360, Wii U, Windows,[5] iOS, Android, Windows Phone",2013,"Platformer, Metroidvania",Capcom
Duke Nukem Forever ,Microsoft Windows,2011,First-person shooter,2K Games[4]
Dungeon Defenders Eternity,"Microsoft Windows, Xbox Live Arcade, PlayStation Network, iOS, Mac OS X, Linux, Android",2010,"Tower defense, Action role-playing",Reverb Triple XP
Dungeon Defenders II,"Microsoft Windows, Xbox Live Arcade, PlayStation Network, iOS, Mac OS X, Linux, Android",2010,"Tower defense, Action role-playing",Reverb Triple XP
Dungeon Party,Microsoft Windows,N/A,"MMOG, Free to play",Focus Home Interactive
Dungeon Siege,"Microsoft Windows, MacOS",2002,Action role-playing,Microsoft Game Studios (Windows)
Dungeon Siege 2,Microsoft Windows,2005,Action role-playing,Microsoft Game Studios
Dungeon Souls,"Microsoft Windows, Linux, Mac",2016,"RPG, roguelike, strategy, adventure",Black Shell Media
Dungeon of the Endless,"Microsoft Windows, OS X, iOS, Xbox One",OS X,"Roguelike, tower defense",N/A
Dungeons & Dragons Online,Microsoft Windows,2006,Massively multiplayer online role-playing game,Atari (former)
Dungeons 2,"Microsoft Windows, OS X, Linux, PlayStation 4",2015,"Strategy, simulation, dungeon management",Kalypso Media
Dungeons of Dredmor,"Microsoft Windows, Mac OS X, Linux",2011,Roguelike,N/A
Dust An Elysian Tail,Xbox 360,2012,"Action role-playing, beat 'em up, Metroidvania[3]",Microsoft Studios
Earth 2150 Trilogy,"Microsoft Windows, Mac OS X",2000,Strategy,TopWare Interactive
Earth 2160,"Microsoft Windows,",Pola,Real time strategy,"Zuxxez Entertainment & Deep Silver (Europe),"
Echo of Soul,Windows,2013,Massively multiplayer online role-playing game,Aeria Games (NA)(EU)
Eets,"Microsoft Windows, Mac OS X, Xbox 360 (XBLA)",2006,Puzzle,N/A
Electronic Super Joy,"Microsoft Windows, OS X, Linux, iOS, Android, Xbox One, Wii U, PlayStation 4",Play,Platformer,Michael Todd Games[1]
Elite Dangerous,"Microsoft Windows, OS X, Xbox One, PlayStation 4",Xbox,"Space trading and combat, first-person shooter",Frontier Developments
Elsword,Microsoft Windows,2007,"Fantasy, action, MMORPG",KOR: Nexon
Emily is Away,"Windows, Mac OS X, Linux[1]",N/A,"Visual novel, Romance",N/A
Empire Total War,Microsoft Windows,N/A,"Turn-based strategy
Real-time tactics",Sega
Empyrion - Galactic Survival,Microsoft Windows,N/A,"Adventure, sandbox, survival",Eleon Game Studios
Endless Legend,"Microsoft Windows, Mac OS X",N/A,"4x, turn-based strategy",Iceberg Interactive (formerly)
Endless Sky,Mac OS,N/A,space trading and combat simulator,Ambrosia Software
Endless Space,"Microsoft Windows, Mac OS X",2012,"Turn-based strategy, 4X",Amplitude Studios
Enemy Territory Quake Wars,Windows,2007,First-person shooter,Activision
English Country Tune,iOS,N/A,Puzzle,Increpare Games
Environmental Station Alpha,"Microsoft Windows, OS X",2015,Metroidvania,Hempuli Oy
Escape Goat,Xbox 360,2011,Puzzle,MagicalTimeBean
Ether One,"Microsoft Windows, PlayStation 4",2014,Adventure,N/A
Etherlords II,Microsoft Windows,2001,"Card battle, turn-based strategy, turn-based tactics","Fishtank Interactive, DreamCatcher Games, Strategy First"
Eufloria,"Microsoft Windows, Android, Linux, PlayStation Network,[1] iOS, BlackBerry PlayBook[2]",[3],real-time strategy,Headup Games (Germany)
Europa Universalis III,"Microsoft Windows, OS X",N/A,Grand strategy,Paradox Interactive
EverQuest II,Microsoft Windows,N/A,MMORPG,Sony Online Entertainment
Everlasting Summer,"Windows, Mac OS X, Linux, Android",2013,"Visual novel, eroge, dating sim",Independent
Evoland,"Microsoft Windows, OS X, Linux, Android, iOS",OS X,"Action Adventure, RPG",Shiro Games
F.E.A.R. Extraction Point,Microsoft Windows,2006,First-person shooter,Sierra Entertainment
FIFA Manager 09,Windows,N/A,sports manager,EA Sports
FIFA Manager 11,Windows,N/A,sports manager,EA Sports
FUEL,PlayStation 3,Xbox,Racing,Codemasters
Fable Anniversary,Xbox,N/A,Action role-playing,Microsoft Game Studios
Face Noir,"Windows, Mac, Linux",2013,"Point-and-click adventure, puzzle",Phoenix Online Studios
Face of Mankind,Windows,N/A,MMO/Action RPG,Nexeon Technologies
Faces of War,Windows,2006,"Real-time strategy
Real-time tactics[3]",Ubisoft
Faerie Solitaire,"Windows, Linux, Mac OS X",2009,Solitaire,Subsoap
Fallen Earth,"Microsoft Windows, Mac OS X[1]",2009,Massively multiplayer online role playing,K2 Network
Fallen Enchantress,Microsoft Windows,2012,"4X, turn-based strategy",Stardock
Fallout 2,Microsoft Windows,1998,Role-playing,Interplay Productions
Fallout New Vegas,Microsoft Windows,2010,Action role-playing,Bethesda Softworks
Fallout Tactics,Microsoft Windows,2001,Tactical role-playing[2][3][4],14 Degrees East
Far Cry 3 Blood Dragon,"Microsoft Windows, PlayStation 3, Xbox 360",XBLA,"First-person shooter, action-adventure",Ubisoft
Fate of the World,"Microsoft Windows, Mac OS",N/A,Global warming game,Red Redemption Ltd
Fieldrunners,iOS,N/A,Tower defense,Subatomic Studios
Fieldrunners 2,"iOS, BlackBerry 10, Android, Microsoft Windows",2012,Tower defense,N/A
Fiesta Online,Microsoft Windows,N/A,MMORPG,NA: gamigo AG
Final DOOM,"MS-DOS, PlayStation, Mac OS",1996,First-person shooter,id Software
Five Nights at Freddy's 2,"Microsoft Windows, Android, iOS",2014,Survival horror,Scott Cawthon
Five Nights at Freddy's 3,"Microsoft Windows, Android, iOS, Windows Phone",2015,"Survival horror, point-and-click",Scott Cawthon
Five Nights at Freddy's 4,"Microsoft Windows, Android, iOS",2015,Survival horror,Scott Cawthon
FlatOut Ultimate Carnage,"Xbox 360, PlayStation Portable, Microsoft Windows",2007,"action, racing",Empire Interactive
Flight Control HD,"iOS, Nintendo DS, Wii, PlayStation 3, Windows Phone, OS X,[1] Microsoft Windows, iPad, Android",2009,Time management,Namco
Flight of the Icarus,"Microsoft Windows, Mac OS X, Linux, Web browser",2010,"Strategy, First person shooter",N/A
Football Manager 2009,"Microsoft Windows, Mac OS X, PlayStation Portable",Mac,"Sports, Simulation",Sega
Football Superstars,Microsoft Windows,2008,"Association football, Sports simulation",Cyber Sports / Coli Games UK
Formula Fusion,Microsoft Windows,N/A,Racing,R8 Games
Freedom Planet,Microsoft Windows,2014,"Platform, action",GalaxyTrail
From Dust,Microsoft Windows,N/A,God game,Ubisoft
Frontlines Fuel of War,Microsoft Windows,2008,First-person shooter,THQ
Frozen Synapse,"Microsoft Windows, OS X, Linux, iOS, Android",N/A,Turn-based tactics,Mode 7 Games
GTR 2 - FIA GT Racing Game,Microsoft Windows,2006,Racing simulation,N/A
Galactic Civilizations III,Microsoft Windows,2015,"4X, turn-based strategy",Stardock
Galcon 2,"Android, iOS, PC, Mac, Linux",N/A,"Action, strategy",galcon.com
Galcon Fusion,"Android, iOS, webOS, Microsoft Windows, Mac, Linux, browser, PSP",2008,"Action, strategy",galcon.com
Game Dev Tycoon,"Microsoft Windows, Windows RT, Mac OS X, Linux",2012,Business simulation,Greenheart Games
Game of Thrones - A Telltale Games Series,Android,OS X,"Graphic adventure, interactive drama",Telltale Games
Gang Beasts,Microsoft Windows,OS X,"Beat 'em up, party",Double Fine Presents
Gas Guzzlers Extreme,"Microsoft Windows,",2013,Combat racing,Iceberg Interactive
Gemini Rue,"Microsoft Windows, Mac OS, iOS, Android, Linux",2011,Graphic adventure,Wadjet Eye Games[1]
Gemini Wars,Microsoft Windows,2012,"Space, Real-time Strategy",Iceberg Interactive
Genesis Rising,Microsoft Windows,2007,RTS,DreamCatcher Interactive Inc.
Geometry Dash,"iOS, Android, Windows Phone, Microsoft Windows, macOS",Andr,"Runner, Music, Platformer",RobTop Games
Geometry Wars Retro Evolved,"Xbox, Xbox 360, Microsoft Windows",2003,Multi-directional shooter,Microsoft Game Studios
Ghost Master,Microsoft Windows,2003,"Puzzle, strategy",Empire Interactive
Giana Sisters Twisted Dreams,Microsoft Windows,2012,Puzzle-platformer,Black Forest Games
Global Agenda,Microsoft Windows,2010,"Massively multiplayer online, third-person shooter, action role-playing",Hi-Rez Studios[1]
God Mode,"Microsoft Windows, PlayStation 3, Xbox 360",XBLA,Third-person shooter,Atlus[1]
Gods Will Be Watching,"Microsoft Windows, OS X, Linux, iOS, Android",OS X,"Point-and-click adventure, puzzle",Devolver Digital
Godus,Microsoft Windows,OS X,God game,22Cans
Gorky 17,"AmigaOS 4, Linux, Mac OS X, Microsoft Windows",1999,Tactical role-playing,"Monolith Productions, TopWare Interactive (Windows)"
Gotham City Impostors,"Microsoft Windows, PlayStation 3, Xbox 360",2012,First-person shooter,Warner Bros. Interactive Entertainment
Grand Chase,Microsoft Windows,2008,Action MMORPG,"Netmarble, Asiasoft, Nexon, Gamania, SG Interactive, Level Up! Games, Megaxus, Kill3rCombo, Axeso5"
Grand Theft Auto San Andreas,PlayStation 2,Xbox,Action-adventure,Rockstar Games
Grand Theft Auto Vice City,PlayStation 2,N/A,"Action-adventure, third-person shooter",Rockstar Games
Gratuitous Space Battles,"Microsoft Windows, Mac OS X, Linux",2009,Tower defense,Positech Games
